eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,magnitudeType,Agency
ga2019aknixf,2019,1,6,17,27,21,126.7672958,2.29697323,68.76325226,6.67286817,Mww,GA
ga2019benrih,2019,1,17,15,6,36,146.1319275,-3.37976932,0.0,6.12087922,Mw,GA
ga2019bmofyu,2019,1,21,23,59,25,119.100441,-10.24639988,36.86296082,5.99964223,Mw,GA
ga2019bmynri,2019,1,22,5,10,3,118.9712677,-10.41661358,13.56738377,6.4064456,Mw,GA
ga2019buevpu,2019,1,26,3,51,39,156.296463,-7.0171957,390.3476257,6.15876215,Mw,GA
ga2019bunmry,2019,1,26,8,12,46,133.814682,-5.52920914,0.0,6.06834626,Mww,GA
ga2019djkbti,2019,2,17,14,35,56,152.2083893,-3.3905735,383.367157,6.44548153,Mw,GA
ga2019evuvre,2019,3,10,12,47,59,151.9877167,-10.14797974,0.0,6.09426081,Mw,GA
ga2019fuwtjk,2019,3,24,4,37,37,126.3848038,1.65190196,77.1823349,6.15014806,Mw,GA
ga2019ggkmbb,2019,3,30,11,20,44,151.0281525,-5.75201416,52.85148621,6.15218456,Mw,GA
ga2019guboum,2019,4,6,21,55,2,124.9983749,-6.9333291,538.1797485,6.29858469,Mw,GA
ga2019hehkra,2019,4,12,11,40,52,122.5665817,-1.84739864,37.80249405,6.68163846,Mw,GA
ga2019henxdq,2019,4,12,14,51,34,148.5856476,-6.55369234,44.47062683,6.05397957,Mw,GA
ga2019iqnjgl,2019,5,3,7,25,33,160.096405,-6.89276886,40.64774323,6.00827508,Mw,GA
ga2019ixbwzs,2019,5,6,21,19,37,146.4568939,-6.98063755,140.23172,7.08092542,Mww,GA
ga2019jldjwt,2019,5,14,12,58,29,152.4954834,-4.12948513,47.36679459,7.57563587,Mww,GA
ga2019jrjtsr,2019,5,17,22,37,50,152.9400024,-4.58804321,50.09514999,5.99485716,Mw,GA
ga2019lzojcw,2019,6,19,17,24,49,138.4586029,-2.19917345,10.0,6.40271035,Mw,GA
ga2019mhmnol,2019,6,24,1,5,31,138.5466919,-2.81739378,42.85243225,6.0955711,Mww,GA
ga2019mhqctz,2019,6,24,2,53,39,129.1710968,-6.42496681,210.3308105,7.23843344,Mww,GA
ga2019ngktpn,2019,7,7,15,8,42,126.1483917,0.44232887,55.74863052,6.88805429,Mww,GA
ga2019nnxumx,2019,7,11,17,8,37,155.1798096,-4.66306543,496.37677,5.97227652,Mw,GA
ga2019nsvbiy,2019,7,14,9,10,52,128.0942383,-0.60110807,27.06227493,7.15587707,Mww,GA
ga2019nupfvr,2019,7,15,8,21,37,149.5250549,-6.02286863,70.15264893,6.31367501,Mw,GA
ga2019slqrfw,2019,9,19,7,6,33,111.8180389,-6.04219723,624.1530151,6.14058386,Mw,GA
ga2019slrneb,2019,9,19,7,32,0,111.8221207,-6.05649805,609.3372192,5.9917291,Mw,GA
ga2019sxyelk,2019,9,25,23,46,46,128.3970032,-3.47717786,40.67454529,6.4695576,Mw,GA
ga2019wldpmk,2019,11,14,16,17,44,126.3666077,1.53997552,69.56541443,7.09594274,Mww,GA
ga2019wlnjxt,2019,11,14,21,12,58,126.368248,1.56921399,52.26943588,5.97549165,Mw,GA
ga2019wlvmrc,2019,11,15,1,17,38,126.3356018,1.59212232,53.33819199,5.95787466,Mw,GA
ga2019xbizbn,2019,11,23,12,11,17,132.7858276,1.643592,20.41348267,6.05428172,Mw,GA
ga2020bgmlea,2020,1,18,16,38,15,139.3568878,-2.86978579,53.19272614,6.04008825,Mw,GA
ga2020biivjx,2020,1,19,16,58,20,123.8770218,-0.11517279,128.4725494,6.19313274,Mw,GA
ga2020cnqqhs,2020,2,5,18,12,37,113.0814285,-6.11041641,592.7883301,6.20890054,Mww,GA
ga2020cubkla,2020,2,9,6,4,31,152.0927582,-5.49872255,54.47495651,6.10832705,Mw,GA
ga2020fmsgbp,2020,3,18,17,45,37,115.0758896,-11.38037109,27.37758827,6.25098335,Mw,GA
ga2020idiglu,2020,4,25,2,53,12,153.9669037,-6.80320215,44.21310806,6.43839865,Mw,GA
ga2020iyjdnl,2020,5,6,13,53,56,129.8668823,-6.91938877,110.9645462,6.81526504,Mww,GA
ga2020izzvln,2020,5,7,11,21,20,154.7053375,-4.49006891,476.7023315,6.04633738,Mw,GA
ga2020kzfcwm,2020,6,4,8,49,40,128.2480927,2.89067888,116.917244,6.48616413,Mww,GA
ga2020mhzsnz,2020,6,23,7,43,28,123.8427658,0.05445025,108.008049,5.99368668,Mw,GA
ga2020nhajgf,2020,7,6,22,54,46,110.6432724,-5.64004564,536.5473022,6.64851798,Mww,GA
ga2020nzrmhv,2020,7,17,2,50,22,147.7071838,-7.84966183,81.35980988,7.07073687,Mww,GA
ga2020pcmeye,2020,8,1,19,22,11,148.5505829,-3.34581995,52.63525009,6.0654259,Mw,GA
ga2020qmamjf,2020,8,21,4,9,51,123.4540634,-6.66032839,627.1407471,6.87558195,Mww,GA
ga2020qunbci,2020,8,25,19,8,58,151.8790741,-5.53500318,54.12046814,6.06338742,Mw(Mwp),GA
ga2020rsuual,2020,9,8,0,45,21,129.7049561,-4.91380596,177.3109741,6.07932858,Mw,GA
ga2020tjuaem,2020,10,1,10,34,46,148.6248779,-6.04172373,89.1361084,5.9596359,Mw,GA
ga2020twkduz,2020,10,8,7,35,32,146.1887207,-6.11473942,107.0434341,6.45848165,Mww,GA
ga2021akugby,2021,1,6,20,59,36,122.9942322,-0.02946934,171.9154968,6.13036484,Mw,GA
ga2021azhemq,2021,1,14,18,28,19,118.950882,-2.97830939,26.8806839,6.13111368,Mw,GA
ga2021cqjiri,2021,2,7,5,45,55,145.9143829,-3.62203526,18.09699249,5.95025784,Mwp,GA
ga2021hagvgt,2021,4,10,7,0,17,112.5238647,-8.67169476,91.61170959,5.98076134,Mw,GA
ga2021haqbbo,2021,4,10,11,38,33,145.6367798,-3.54719806,14.86423969,6.02625687,Mw,GA
ga2021ifoims,2021,4,27,8,5,32,145.5129547,-3.46655536,10.0,6.07939689,Mw,GA
ga2021kvqihe,2021,6,3,10,10,0,126.2462158,0.25140592,43.38910675,6.08368932,Mw,GA
ga2021nkvlby,2021,7,10,0,43,57,126.5502014,2.90887451,63.52637863,6.1498978,Mw,GA
ga2021ogbrel,2021,7,21,14,26,2,146.5413208,-3.49263144,10.0,6.13983844,Mw,GA
ga2021opbtpu,2021,7,26,12,9,10,121.9689789,-0.71145719,35.64118576,6.19302723,Mww,GA
ga2021pbjrdt,2021,8,2,5,1,20,134.0241241,-4.45573425,2.51078582,5.97326191,Mw,GA
ga2021uhawue,2021,10,15,2,44,57,158.4247284,-8.82788372,15.62335968,6.39177311,Mww,GA
ga2021wdxqqu,2021,11,10,17,46,41,134.1378326,-4.42031384,10.0,6.02961002,Mw,GA
ga2021wsifjn,2021,11,18,14,8,7,153.6802673,-5.30861092,66.48077393,6.44811293,Mww,GA
ga2021xobxko,2021,11,30,10,36,20,150.8891907,-3.57565546,10.0,6.32162542,Mw,GA
ga2021ynfqbi,2021,12,14,3,20,22,122.1908188,-7.61860228,5.26191711,7.23958231,Mww,GA
ga2021zpxopy,2021,12,29,18,25,52,127.5622101,-7.6096797,162.7543335,7.29323363,Mww,GA
ga2022ahcuud,2022,1,4,20,55,47,125.0554428,-4.80737448,547.2612305,6.03300508,Mw,GA
ga2022bcnmpx,2022,1,16,12,52,10,154.7503662,-6.42602634,401.8580017,5.96868441,Mw,GA
ga2022bmtcnn,2022,1,22,2,26,16,126.6928253,3.64059138,52.71891022,6.06763702,Mw,GA
ga2022cgkdjp,2022,2,1,19,25,11,128.3177643,-7.46653891,125.5928345,5.97611319,Mw,GA
ga2022hfmcbk,2022,4,13,3,0,56,151.9241638,-4.44574881,153.3470154,6.01847249,Mw,GA
ga2022ihunkm,2022,4,28,13,21,14,146.5496368,-4.02882242,10.0,6.10854051,Mw,GA
ga2022jcruta,2022,5,9,22,33,7,146.247406,-3.44671798,10.0,6.34830266,Mw,GA
ga2022kifezt,2022,5,27,2,36,7,127.1687622,-8.39116955,66.31195068,6.26591857,Mw,GA
ga2022rhqihn,2022,9,2,22,39,53,148.6167297,-5.65464735,131.98526,5.97729697,Mw,GA
ga2022ruobnu,2022,9,9,23,31,47,138.2063293,-2.25041747,12.38920307,6.19056005,Mw,GA
ga2022rupdym,2022,9,10,0,5,14,138.181839,-2.22327876,22.86133957,6.21278196,Mw,GA
ga2022rwkhmm,2022,9,10,23,46,58,146.4812317,-6.27554274,87.99094391,7.56262128,Mww,GA
ga2022uewjwy,2022,10,13,22,20,22,153.4773865,-4.81790304,84.10916901,6.31661905,Mw,GA
ga2022wytcdz,2022,11,22,2,3,7,159.6133575,-9.76949978,7.163692,6.93884061,Mww,GA
ga2022wyugfq,2022,11,22,2,37,59,159.5380859,-9.84092045,6.5798459,6.12170203,Mw,GA
